/home/uni/.pyenv/versions/optim/lib/python3.6/site-packages/torch/cuda/__init__.py:52: UserWarning: CUDA initialization: Found no NVIDIA driver on your system. Please check that you have an NVIDIA GPU and installed a driver from http://www.nvidia.com/Download/index.aspx (Triggered internally at  /pytorch/c10/cuda/CUDAFunctions.cpp:100.)
  return torch._C._cuda_getDeviceCount() > 0
WARNING - sacred_utils - No observers have been added to this run
INFO - sacred_utils - Running command 'main'
INFO - sacred_utils - Started
pybullet build time: Dec 23 2020 01:46:51
==============SETTINGS================
{'device': 'cpu',
 'env': 'mocca_envs:Walker2DCustomEnv-v0',
 'episode_steps': 40000,
 'experiment_dir': 'runs/2021_02_21__19_22_19__walker_experiment/',
 'gae_lambda': 0.95,
 'gamma': 0.99,
 'log_dir': 'runs/2021_02_21__19_22_19__walker_experiment/logs',
 'log_interval': 2,
 'lr': 0.0003,
 'lr_decay_type': 'exponential',
 'mini_batch_size': 1024,
 'net': None,
 'num_frames': 10000000.0,
 'num_mini_batch': 39,
 'num_processes': 125,
 'num_steps': 320,
 'ppo_params': {'clip_param': 0.2,
                'entropy_coef': 0.0,
                'eps': 1e-05,
                'lr': 0.0003,
                'max_grad_norm': 2.0,
                'num_mini_batch': 39,
                'ppo_epoch': 10,
                'use_clipped_value_loss': False,
                'value_loss_coef': 1.0},
 'replicate_num': 1,
 'save_dir': 'runs/2021_02_21__19_22_19__walker_experiment/models',
 'save_every': 2000000,
 'seed': 16,
 'use_gae': True}
--------------------------------------
/home/uni/.pyenv/versions/optim/lib/python3.6/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
Updates 1, num timesteps 40000, FPS 1255, mean/median reward 24.7/23.0, min/max reward -8.4/95.9, entropy 10.05, value loss 16.51, policy loss -0.032
Updates 14, num timesteps 560000, FPS 1067, mean/median reward 233.6/233.5, min/max reward 76.2/641.0, entropy 8.60, value loss 35.44, policy loss -0.015
Updates 15, num timesteps 600000, FPS 1076, mean/median reward 251.4/243.9, min/max reward 82.3/641.1, entropy 8.51, value loss 37.52, policy loss -0.015
Updates 16, num timesteps 640000, FPS 1083, mean/median reward 260.7/245.9, min/max reward 73.1/1186.5, entropy 8.42, value loss 39.55, policy loss -0.017
Updates 17, num timesteps 680000, FPS 1090, mean/median reward 299.4/254.9, min/max reward 96.3/1338.4, entropy 8.32, value loss 40.73, policy loss -0.015
Updates 18, num timesteps 720000, FPS 1084, mean/median reward 320.5/268.3, min/max reward 76.5/1659.8, entropy 8.24, value loss 37.00, policy loss -0.015
Updates 19, num timesteps 760000, FPS 1086, mean/median reward 344.7/272.2, min/max reward 89.7/1746.7, entropy 8.15, value loss 29.82, policy loss -0.010
Updates 20, num timesteps 800000, FPS 1089, mean/median reward 361.2/280.3, min/max reward 100.9/1677.3, entropy 8.07, value loss 26.00, policy loss -0.012
Updates 21, num timesteps 840000, FPS 1083, mean/median reward 539.6/281.2, min/max reward 116.3/1774.2, entropy 7.99, value loss 18.45, policy loss -0.011
Updates 22, num timesteps 880000, FPS 1071, mean/median reward 592.2/315.5, min/max reward 111.8/1844.4, entropy 7.91, value loss 17.43, policy loss -0.014
Updates 23, num timesteps 920000, FPS 1064, mean/median reward 681.3/334.7, min/max reward 159.1/1853.9, entropy 7.82, value loss 15.14, policy loss -0.013
Updates 24, num timesteps 960000, FPS 1060, mean/median reward 791.5/361.3, min/max reward 125.2/1876.1, entropy 7.75, value loss 18.43, policy loss -0.012
Updates 25, num timesteps 1000000, FPS 1056, mean/median reward 777.5/323.4, min/max reward 125.2/1901.7, entropy 7.68, value loss 14.24, policy loss -0.011
Updates 26, num timesteps 1040000, FPS 1053, mean/median reward 956.4/538.9, min/max reward 153.3/1906.2, entropy 7.60, value loss 13.91, policy loss -0.008
Updates 27, num timesteps 1080000, FPS 1051, mean/median reward 1129.7/1778.6, min/max reward 153.3/1927.5, entropy 7.50, value loss 9.69, policy loss -0.004
Updates 28, num timesteps 1120000, FPS 1048, mean/median reward 1244.4/1825.5, min/max reward 160.9/1941.1, entropy 7.42, value loss 13.45, policy loss -0.012
Updates 29, num timesteps 1160000, FPS 1046, mean/median reward 1381.1/1855.1, min/max reward 160.9/1941.5, entropy 7.33, value loss 10.96, policy loss -0.009
Updates 30, num timesteps 1200000, FPS 1043, mean/median reward 1451.3/1863.9, min/max reward 160.9/1941.5, entropy 7.24, value loss 9.74, policy loss -0.010
Updates 31, num timesteps 1240000, FPS 1041, mean/median reward 1609.7/1885.7, min/max reward 174.2/1937.2, entropy 7.16, value loss 9.02, policy loss -0.010
Updates 32, num timesteps 1280000, FPS 1039, mean/median reward 1721.9/1893.1, min/max reward 176.1/1948.5, entropy 7.08, value loss 10.15, policy loss -0.012
Updates 33, num timesteps 1320000, FPS 1037, mean/median reward 1730.6/1893.1, min/max reward 176.1/1966.7, entropy 7.00, value loss 9.99, policy loss -0.014
Updates 34, num timesteps 1360000, FPS 1035, mean/median reward 1734.7/1897.4, min/max reward 146.6/1968.7, entropy 6.90, value loss 7.84, policy loss -0.011
Updates 35, num timesteps 1400000, FPS 1034, mean/median reward 1731.9/1892.7, min/max reward 146.6/1992.3, entropy 6.83, value loss 10.78, policy loss -0.011
Updates 36, num timesteps 1440000, FPS 1032, mean/median reward 1753.9/1897.7, min/max reward 182.8/1992.3, entropy 6.76, value loss 12.05, policy loss -0.013
Updates 37, num timesteps 1480000, FPS 1031, mean/median reward 1752.1/1894.3, min/max reward 182.8/1992.3, entropy 6.68, value loss 10.54, policy loss -0.013
Updates 38, num timesteps 1520000, FPS 1030, mean/median reward 1743.4/1904.3, min/max reward 200.9/2002.0, entropy 6.61, value loss 11.21, policy loss -0.010
Updates 39, num timesteps 1560000, FPS 1032, mean/median reward 1785.4/1914.1, min/max reward 200.9/2087.9, entropy 6.52, value loss 10.80, policy loss -0.012
Updates 40, num timesteps 1600000, FPS 1033, mean/median reward 1749.8/1923.1, min/max reward 200.9/2087.9, entropy 6.44, value loss 8.84, policy loss -0.011
Updates 41, num timesteps 1640000, FPS 1034, mean/median reward 1777.9/1933.3, min/max reward 183.1/2087.9, entropy 6.36, value loss 8.44, policy loss -0.009
Updates 42, num timesteps 1680000, FPS 1035, mean/median reward 1841.2/1942.2, min/max reward 183.1/2047.2, entropy 6.29, value loss 7.72, policy loss -0.009
Updates 43, num timesteps 1720000, FPS 1036, mean/median reward 1887.1/1952.6, min/max reward 183.1/2047.2, entropy 6.24, value loss 7.82, policy loss -0.012
Updates 44, num timesteps 1760000, FPS 1037, mean/median reward 1866.8/1956.4, min/max reward 222.1/2047.2, entropy 6.18, value loss 7.93, policy loss -0.013
Updates 45, num timesteps 1800000, FPS 1038, mean/median reward 1861.4/1967.2, min/max reward 222.1/2028.6, entropy 6.09, value loss 6.97, policy loss -0.014
Updates 46, num timesteps 1840000, FPS 1039, mean/median reward 1868.7/1976.6, min/max reward 139.0/2052.6, entropy 5.99, value loss 6.40, policy loss -0.011
Updates 47, num timesteps 1880000, FPS 1040, mean/median reward 1908.1/1988.4, min/max reward 139.0/2053.4, entropy 5.92, value loss 6.72, policy loss -0.012
Updates 48, num timesteps 1920000, FPS 1040, mean/median reward 1929.6/1997.2, min/max reward 139.0/2054.6, entropy 5.85, value loss 7.09, policy loss -0.012
Updates 49, num timesteps 1960000, FPS 1041, mean/median reward 1974.6/2002.6, min/max reward 178.7/2054.6, entropy 5.76, value loss 6.69, policy loss -0.011
Updates 50, num timesteps 2000000, FPS 1042, mean/median reward 1978.4/2004.1, min/max reward 178.7/2055.7, entropy 5.68, value loss 5.52, policy loss -0.010
Updates 51, num timesteps 2040000, FPS 1043, mean/median reward 2000.3/2013.3, min/max reward 352.6/2072.4, entropy 5.61, value loss 7.61, policy loss -0.010
Updates 52, num timesteps 2080000, FPS 1043, mean/median reward 1995.3/2023.7, min/max reward 317.2/2072.4, entropy 5.55, value loss 6.01, policy loss -0.014
Updates 53, num timesteps 2120000, FPS 1044, mean/median reward 1985.7/2028.1, min/max reward 317.2/2072.9, entropy 5.49, value loss 6.70, policy loss -0.009
Updates 54, num timesteps 2160000, FPS 1047, mean/median reward 1970.9/2028.1, min/max reward 202.8/2082.8, entropy 5.43, value loss 7.79, policy loss -0.008
Updates 55, num timesteps 2200000, FPS 1049, mean/median reward 1955.8/2024.6, min/max reward 202.8/2082.8, entropy 5.37, value loss 8.51, policy loss -0.005
Updates 56, num timesteps 2240000, FPS 1049, mean/median reward 1972.3/2027.4, min/max reward 202.8/2082.8, entropy 5.30, value loss 5.69, policy loss -0.011
Updates 57, num timesteps 2280000, FPS 1050, mean/median reward 1988.5/2029.8, min/max reward 202.5/2096.9, entropy 5.25, value loss 7.71, policy loss -0.010
Updates 58, num timesteps 2320000, FPS 1051, mean/median reward 1991.6/2034.3, min/max reward 202.5/2096.9, entropy 5.19, value loss 6.39, policy loss -0.009
Updates 59, num timesteps 2360000, FPS 1051, mean/median reward 1993.4/2035.4, min/max reward 202.5/2096.9, entropy 5.13, value loss 6.93, policy loss -0.013
Updates 60, num timesteps 2400000, FPS 1052, mean/median reward 1968.9/2038.9, min/max reward 202.5/2094.1, entropy 5.07, value loss 7.73, policy loss -0.012
Updates 61, num timesteps 2440000, FPS 1052, mean/median reward 1988.4/2047.3, min/max reward 177.1/2094.1, entropy 5.01, value loss 7.83, policy loss -0.013
Updates 62, num timesteps 2480000, FPS 1053, mean/median reward 1982.6/2055.6, min/max reward 177.1/2123.6, entropy 4.95, value loss 6.74, policy loss -0.013
Updates 63, num timesteps 2520000, FPS 1053, mean/median reward 2020.5/2064.5, min/max reward 177.1/2123.6, entropy 4.89, value loss 8.21, policy loss -0.006
Updates 64, num timesteps 2560000, FPS 1054, mean/median reward 2044.8/2069.9, min/max reward 255.8/2123.6, entropy 4.84, value loss 8.40, policy loss -0.015
Updates 65, num timesteps 2600000, FPS 1054, mean/median reward 2050.1/2076.7, min/max reward 283.0/2132.7, entropy 4.77, value loss 7.81, policy loss -0.013
Updates 66, num timesteps 2640000, FPS 1054, mean/median reward 2057.4/2085.4, min/max reward 283.0/2160.6, entropy 4.71, value loss 7.87, policy loss -0.016
Updates 67, num timesteps 2680000, FPS 1057, mean/median reward 2066.2/2095.0, min/max reward 278.4/2204.1, entropy 4.67, value loss 8.43, policy loss -0.015
Updates 68, num timesteps 2720000, FPS 1057, mean/median reward 2071.9/2098.1, min/max reward 240.6/2237.9, entropy 4.62, value loss 7.81, policy loss -0.016
Updates 69, num timesteps 2760000, FPS 1058, mean/median reward 2063.1/2105.6, min/max reward 217.9/2237.9, entropy 4.56, value loss 8.41, policy loss -0.017
Updates 70, num timesteps 2800000, FPS 1058, mean/median reward 2083.5/2110.7, min/max reward 217.9/2237.9, entropy 4.51, value loss 8.01, policy loss -0.013
Updates 71, num timesteps 2840000, FPS 1058, mean/median reward 2069.5/2114.1, min/max reward 217.9/2185.9, entropy 4.45, value loss 7.31, policy loss -0.013
Updates 72, num timesteps 2880000, FPS 1059, mean/median reward 2086.9/2116.1, min/max reward 239.6/2180.5, entropy 4.39, value loss 6.77, policy loss -0.014
Updates 73, num timesteps 2920000, FPS 1059, mean/median reward 2045.4/2117.1, min/max reward 143.6/2187.8, entropy 4.34, value loss 7.98, policy loss -0.015
Updates 74, num timesteps 2960000, FPS 1059, mean/median reward 2006.2/2122.9, min/max reward 143.6/2187.8, entropy 4.29, value loss 8.68, policy loss -0.014
Updates 75, num timesteps 3000000, FPS 1060, mean/median reward 1982.2/2127.1, min/max reward 143.6/2238.7, entropy 4.24, value loss 7.90, policy loss -0.017
Updates 76, num timesteps 3040000, FPS 1060, mean/median reward 2008.1/2133.1, min/max reward 218.7/2238.7, entropy 4.18, value loss 11.19, policy loss -0.014
Updates 77, num timesteps 3080000, FPS 1060, mean/median reward 2075.2/2136.3, min/max reward 241.0/2238.7, entropy 4.12, value loss 8.86, policy loss -0.016
Updates 78, num timesteps 3120000, FPS 1061, mean/median reward 2024.8/2142.1, min/max reward 183.9/2248.6, entropy 4.08, value loss 9.89, policy loss -0.015
Updates 79, num timesteps 3160000, FPS 1061, mean/median reward 2001.0/2147.7, min/max reward 183.9/2248.6, entropy 4.04, value loss 11.19, policy loss -0.019
Updates 80, num timesteps 3200000, FPS 1062, mean/median reward 1978.9/2149.9, min/max reward 183.9/2248.6, entropy 3.99, value loss 10.18, policy loss -0.018
Updates 81, num timesteps 3240000, FPS 1064, mean/median reward 2058.0/2153.6, min/max reward 224.7/2240.1, entropy 3.93, value loss 9.14, policy loss -0.015
Updates 82, num timesteps 3280000, FPS 1064, mean/median reward 2060.3/2165.9, min/max reward 224.7/2240.1, entropy 3.88, value loss 9.45, policy loss -0.015
Updates 83, num timesteps 3320000, FPS 1064, mean/median reward 2048.2/2178.8, min/max reward 247.4/2256.3, entropy 3.84, value loss 10.65, policy loss -0.016
Updates 84, num timesteps 3360000, FPS 1064, mean/median reward 2031.8/2185.0, min/max reward 247.4/2288.2, entropy 3.80, value loss 12.02, policy loss -0.016
Updates 85, num timesteps 3400000, FPS 1064, mean/median reward 2050.6/2184.0, min/max reward 247.4/2301.2, entropy 3.75, value loss 8.69, policy loss -0.013
Updates 86, num timesteps 3440000, FPS 1065, mean/median reward 2078.9/2184.0, min/max reward 255.7/2301.2, entropy 3.72, value loss 9.51, policy loss -0.013
Updates 87, num timesteps 3480000, FPS 1065, mean/median reward 2096.6/2182.6, min/max reward 255.7/2301.2, entropy 3.69, value loss 10.74, policy loss -0.015
Updates 88, num timesteps 3520000, FPS 1065, mean/median reward 2076.8/2182.7, min/max reward 255.5/2294.9, entropy 3.65, value loss 10.64, policy loss -0.015
Updates 89, num timesteps 3560000, FPS 1065, mean/median reward 2080.6/2187.3, min/max reward 255.5/2294.9, entropy 3.61, value loss 11.73, policy loss -0.012
Updates 90, num timesteps 3600000, FPS 1065, mean/median reward 2099.7/2189.5, min/max reward 255.5/2349.7, entropy 3.56, value loss 9.89, policy loss -0.018
Updates 91, num timesteps 3640000, FPS 1066, mean/median reward 2084.8/2189.5, min/max reward 166.7/2349.7, entropy 3.50, value loss 9.60, policy loss -0.017
Updates 92, num timesteps 3680000, FPS 1067, mean/median reward 2076.6/2187.8, min/max reward 166.7/2349.7, entropy 3.45, value loss 8.72, policy loss -0.015
Updates 93, num timesteps 3720000, FPS 1069, mean/median reward 2048.5/2194.1, min/max reward 145.5/2304.2, entropy 3.41, value loss 10.96, policy loss -0.017
Updates 94, num timesteps 3760000, FPS 1069, mean/median reward 2047.7/2189.4, min/max reward 145.5/2312.8, entropy 3.37, value loss 9.29, policy loss -0.016
Updates 95, num timesteps 3800000, FPS 1069, mean/median reward 2056.3/2187.7, min/max reward 145.5/2312.8, entropy 3.33, value loss 9.01, policy loss -0.020
Updates 96, num timesteps 3840000, FPS 1069, mean/median reward 2069.3/2182.9, min/max reward 219.5/2312.8, entropy 3.28, value loss 6.85, policy loss -0.010
Updates 97, num timesteps 3880000, FPS 1070, mean/median reward 2126.2/2181.0, min/max reward 247.8/2287.8, entropy 3.24, value loss 7.04, policy loss -0.015
Updates 98, num timesteps 3920000, FPS 1070, mean/median reward 2114.2/2185.4, min/max reward 232.8/2294.0, entropy 3.20, value loss 8.71, policy loss -0.012
Updates 99, num timesteps 3960000, FPS 1070, mean/median reward 2117.8/2186.9, min/max reward 232.8/2302.8, entropy 3.16, value loss 7.57, policy loss -0.013
Updates 100, num timesteps 4000000, FPS 1070, mean/median reward 2124.9/2197.1, min/max reward 187.9/2302.8, entropy 3.11, value loss 7.72, policy loss -0.015
Updates 101, num timesteps 4040000, FPS 1070, mean/median reward 2148.4/2205.5, min/max reward 187.9/2302.8, entropy 3.07, value loss 8.04, policy loss -0.015
Updates 102, num timesteps 4080000, FPS 1070, mean/median reward 2164.4/2209.2, min/max reward 187.9/2296.6, entropy 3.04, value loss 8.17, policy loss -0.017
Updates 103, num timesteps 4120000, FPS 1070, mean/median reward 2129.8/2216.7, min/max reward 204.2/2315.8, entropy 3.01, value loss 8.23, policy loss -0.015
Updates 104, num timesteps 4160000, FPS 1070, mean/median reward 2134.9/2218.8, min/max reward 204.2/2315.8, entropy 2.97, value loss 7.90, policy loss -0.008
Updates 105, num timesteps 4200000, FPS 1070, mean/median reward 2144.8/2228.7, min/max reward 186.3/2315.8, entropy 2.94, value loss 7.22, policy loss -0.013
Updates 106, num timesteps 4240000, FPS 1072, mean/median reward 2182.0/2236.0, min/max reward 186.3/2324.5, entropy 2.90, value loss 6.94, policy loss -0.011
Updates 107, num timesteps 4280000, FPS 1073, mean/median reward 2180.0/2244.4, min/max reward 186.3/2324.5, entropy 2.86, value loss 6.99, policy loss -0.013
Updates 108, num timesteps 4320000, FPS 1073, mean/median reward 2134.7/2244.2, min/max reward 201.1/2350.4, entropy 2.83, value loss 11.02, policy loss -0.014
Updates 109, num timesteps 4360000, FPS 1072, mean/median reward 2140.3/2247.4, min/max reward 201.1/2350.4, entropy 2.79, value loss 7.18, policy loss -0.016
Updates 110, num timesteps 4400000, FPS 1071, mean/median reward 2124.5/2249.6, min/max reward 201.1/2363.7, entropy 2.76, value loss 10.76, policy loss -0.016
Updates 111, num timesteps 4440000, FPS 1072, mean/median reward 2193.3/2243.8, min/max reward 205.4/2363.7, entropy 2.73, value loss 10.52, policy loss -0.020
Updates 112, num timesteps 4480000, FPS 1072, mean/median reward 2169.5/2239.6, min/max reward 205.4/2363.7, entropy 2.69, value loss 9.94, policy loss -0.016
Updates 113, num timesteps 4520000, FPS 1072, mean/median reward 2188.3/2234.9, min/max reward 361.5/2425.4, entropy 2.66, value loss 9.13, policy loss -0.015
Updates 114, num timesteps 4560000, FPS 1072, mean/median reward 2192.7/2234.9, min/max reward 454.1/2425.4, entropy 2.64, value loss 9.98, policy loss -0.012
Updates 115, num timesteps 4600000, FPS 1072, mean/median reward 2170.9/2222.0, min/max reward 253.3/2425.4, entropy 2.60, value loss 9.12, policy loss -0.015
Updates 116, num timesteps 4640000, FPS 1072, mean/median reward 2167.8/2214.0, min/max reward 253.3/2399.5, entropy 2.55, value loss 7.70, policy loss -0.012
Updates 117, num timesteps 4680000, FPS 1072, mean/median reward 2177.3/2211.9, min/max reward 253.3/2399.5, entropy 2.51, value loss 8.89, policy loss -0.015
Updates 118, num timesteps 4720000, FPS 1072, mean/median reward 2187.9/2203.3, min/max reward 382.6/2399.5, entropy 2.47, value loss 9.49, policy loss -0.016
Updates 119, num timesteps 4760000, FPS 1073, mean/median reward 2106.3/2194.9, min/max reward 236.7/2376.4, entropy 2.44, value loss 9.48, policy loss -0.014
Updates 120, num timesteps 4800000, FPS 1074, mean/median reward 2037.1/2191.5, min/max reward 198.2/2349.5, entropy 2.42, value loss 12.17, policy loss -0.019
Updates 121, num timesteps 4840000, FPS 1074, mean/median reward 1990.3/2193.0, min/max reward 198.2/2396.5, entropy 2.39, value loss 12.27, policy loss -0.017
Updates 122, num timesteps 4880000, FPS 1074, mean/median reward 2031.4/2197.7, min/max reward 198.2/2396.5, entropy 2.36, value loss 14.28, policy loss -0.016
Updates 123, num timesteps 4920000, FPS 1074, mean/median reward 2101.1/2206.6, min/max reward 206.9/2396.5, entropy 2.32, value loss 10.53, policy loss -0.013
Updates 124, num timesteps 4960000, FPS 1074, mean/median reward 2123.0/2212.4, min/max reward 222.4/2376.7, entropy 2.28, value loss 11.81, policy loss -0.016
Updates 125, num timesteps 5000000, FPS 1070, mean/median reward 2163.5/2224.9, min/max reward 222.4/2423.4, entropy 2.25, value loss 10.87, policy loss -0.016
Updates 126, num timesteps 5040000, FPS 1067, mean/median reward 2129.1/2231.5, min/max reward 209.9/2470.9, entropy 2.21, value loss 14.45, policy loss -0.015
Updates 127, num timesteps 5080000, FPS 1066, mean/median reward 2139.2/2248.5, min/max reward 209.9/2501.7, entropy 2.18, value loss 10.95, policy loss -0.017
Updates 128, num timesteps 5120000, FPS 1065, mean/median reward 2138.8/2250.5, min/max reward 209.9/2525.6, entropy 2.14, value loss 10.14, policy loss -0.016
Updates 129, num timesteps 5160000, FPS 1064, mean/median reward 2149.8/2252.0, min/max reward 195.2/2525.6, entropy 2.11, value loss 11.32, policy loss -0.015
Updates 130, num timesteps 5200000, FPS 1064, mean/median reward 2157.1/2258.1, min/max reward 195.2/2525.6, entropy 2.08, value loss 10.89, policy loss -0.015
Updates 131, num timesteps 5240000, FPS 1063, mean/median reward 2146.8/2268.4, min/max reward 195.2/2465.3, entropy 2.05, value loss 10.40, policy loss -0.016
Updates 132, num timesteps 5280000, FPS 1062, mean/median reward 2175.0/2278.3, min/max reward 244.1/2481.4, entropy 2.02, value loss 12.36, policy loss -0.018
Updates 133, num timesteps 5320000, FPS 1061, mean/median reward 2173.6/2275.6, min/max reward 174.7/2648.3, entropy 1.99, value loss 13.43, policy loss -0.016
Updates 134, num timesteps 5360000, FPS 1061, mean/median reward 2140.1/2272.5, min/max reward 174.7/2823.2, entropy 1.97, value loss 13.93, policy loss -0.017
Updates 135, num timesteps 5400000, FPS 1060, mean/median reward 2109.7/2272.5, min/max reward 174.7/2823.2, entropy 1.93, value loss 12.73, policy loss -0.013
Updates 136, num timesteps 5440000, FPS 1059, mean/median reward 2129.0/2275.5, min/max reward 232.3/2823.2, entropy 1.91, value loss 11.23, policy loss -0.015
Updates 137, num timesteps 5480000, FPS 1059, mean/median reward 2153.4/2277.0, min/max reward 232.3/2699.4, entropy 1.88, value loss 11.73, policy loss -0.017
Updates 138, num timesteps 5520000, FPS 1058, mean/median reward 2191.3/2270.9, min/max reward 251.9/2699.4, entropy 1.86, value loss 10.76, policy loss -0.017
Updates 139, num timesteps 5560000, FPS 1056, mean/median reward 2227.2/2274.0, min/max reward 295.1/2621.1, entropy 1.83, value loss 8.86, policy loss -0.020
Updates 140, num timesteps 5600000, FPS 1050, mean/median reward 2214.2/2278.4, min/max reward 207.0/2675.2, entropy 1.81, value loss 13.17, policy loss -0.015
Updates 141, num timesteps 5640000, FPS 1050, mean/median reward 2197.4/2274.0, min/max reward 207.0/2675.2, entropy 1.79, value loss 13.96, policy loss -0.012
Updates 142, num timesteps 5680000, FPS 1049, mean/median reward 2170.9/2268.7, min/max reward 207.0/2679.7, entropy 1.76, value loss 14.84, policy loss -0.018
Updates 143, num timesteps 5720000, FPS 1049, mean/median reward 2185.6/2272.7, min/max reward 223.3/2791.0, entropy 1.74, value loss 15.86, policy loss -0.015
Updates 144, num timesteps 5760000, FPS 1048, mean/median reward 2181.4/2278.4, min/max reward 234.7/2791.0, entropy 1.72, value loss 21.55, policy loss -0.017
Updates 145, num timesteps 5800000, FPS 1047, mean/median reward 2237.0/2307.8, min/max reward 258.6/2893.6, entropy 1.70, value loss 17.58, policy loss -0.019
Updates 146, num timesteps 5840000, FPS 1047, mean/median reward 2256.1/2353.4, min/max reward 273.2/2893.6, entropy 1.68, value loss 21.42, policy loss -0.013
Updates 147, num timesteps 5880000, FPS 1046, mean/median reward 2272.3/2415.9, min/max reward 208.0/2893.6, entropy 1.67, value loss 24.40, policy loss -0.015
Updates 148, num timesteps 5920000, FPS 1046, mean/median reward 2278.7/2465.5, min/max reward 208.0/2849.7, entropy 1.65, value loss 18.02, policy loss -0.015
Updates 149, num timesteps 5960000, FPS 1045, mean/median reward 2349.5/2513.6, min/max reward 208.0/2849.7, entropy 1.62, value loss 16.34, policy loss -0.014
Updates 150, num timesteps 6000000, FPS 1045, mean/median reward 2461.5/2557.7, min/max reward 221.0/2849.7, entropy 1.60, value loss 16.04, policy loss -0.017
Updates 151, num timesteps 6040000, FPS 1045, mean/median reward 2490.6/2564.5, min/max reward 221.0/2838.3, entropy 1.58, value loss 15.65, policy loss -0.013
Updates 152, num timesteps 6080000, FPS 1044, mean/median reward 2496.1/2562.8, min/max reward 221.0/2822.3, entropy 1.56, value loss 17.59, policy loss -0.016
Updates 153, num timesteps 6120000, FPS 1044, mean/median reward 2405.0/2560.4, min/max reward 193.0/2899.7, entropy 1.55, value loss 17.11, policy loss -0.015
