/home/uni/.pyenv/versions/optim/lib/python3.6/site-packages/torch/cuda/__init__.py:52: UserWarning: CUDA initialization: Found no NVIDIA driver on your system. Please check that you have an NVIDIA GPU and installed a driver from http://www.nvidia.com/Download/index.aspx (Triggered internally at  /pytorch/c10/cuda/CUDAFunctions.cpp:100.)
  return torch._C._cuda_getDeviceCount() > 0
WARNING - sacred_utils - No observers have been added to this run
INFO - sacred_utils - Running command 'main'
INFO - sacred_utils - Started
pybullet build time: Dec 23 2020 01:46:51
==============SETTINGS================
{'device': 'cpu',
 'env': 'mocca_envs:Walker2DCustomEnv-v0',
 'episode_steps': 40000,
 'experiment_dir': 'runs/2021_03_28__09_08_11__walker_experiment/',
 'gae_lambda': 0.95,
 'gamma': 0.99,
 'log_dir': 'runs/2021_03_28__09_08_11__walker_experiment/logs',
 'log_interval': 2,
 'lr': 0.0003,
 'lr_decay_type': 'exponential',
 'mini_batch_size': 1024,
 'net': None,
 'num_frames': 10000000.0,
 'num_mini_batch': 39,
 'num_processes': 125,
 'num_steps': 320,
 'ppo_params': {'clip_param': 0.2,
                'entropy_coef': 0.0,
                'eps': 1e-05,
                'lr': 0.0003,
                'max_grad_norm': 2.0,
                'num_mini_batch': 39,
                'ppo_epoch': 10,
                'use_clipped_value_loss': False,
                'value_loss_coef': 1.0},
 'replicate_num': 1,
 'save_dir': 'runs/2021_03_28__09_08_11__walker_experiment/models',
 'save_every': 2000000,
 'seed': 16,
 'use_gae': True}
--------------------------------------
/home/uni/.pyenv/versions/optim/lib/python3.6/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
Updates 1, num timesteps 40000, FPS 971, mean/median reward 12.7/11.5, min/max reward 4.1/42.2, entropy 10.12, value loss 0.88, policy loss -0.019
Updates 48, num timesteps 1920000, FPS 922, mean/median reward 575.0/609.6, min/max reward 73.3/644.3, entropy 7.28, value loss 1.02, policy loss -0.020
Updates 49, num timesteps 1960000, FPS 922, mean/median reward 583.3/613.9, min/max reward 89.6/647.0, entropy 7.22, value loss 1.32, policy loss -0.018
Updates 50, num timesteps 2000000, FPS 922, mean/median reward 567.4/620.9, min/max reward 84.2/661.4, entropy 7.15, value loss 1.38, policy loss -0.021
Updates 51, num timesteps 2040000, FPS 922, mean/median reward 566.0/623.6, min/max reward 80.3/661.4, entropy 7.09, value loss 1.40, policy loss -0.023
Updates 52, num timesteps 2080000, FPS 923, mean/median reward 578.7/627.3, min/max reward 48.8/670.4, entropy 7.03, value loss 1.20, policy loss -0.019
Updates 53, num timesteps 2120000, FPS 924, mean/median reward 600.3/632.5, min/max reward 48.8/670.4, entropy 6.96, value loss 0.87, policy loss -0.023
Updates 54, num timesteps 2160000, FPS 924, mean/median reward 606.5/641.1, min/max reward 43.2/674.4, entropy 6.90, value loss 1.13, policy loss -0.022
Updates 55, num timesteps 2200000, FPS 925, mean/median reward 604.8/645.4, min/max reward 43.2/674.4, entropy 6.83, value loss 1.12, policy loss -0.025
Updates 56, num timesteps 2240000, FPS 925, mean/median reward 604.1/652.6, min/max reward 43.2/690.2, entropy 6.76, value loss 1.00, policy loss -0.017
Updates 57, num timesteps 2280000, FPS 926, mean/median reward 610.1/659.4, min/max reward 81.3/690.2, entropy 6.68, value loss 1.24, policy loss -0.020
Updates 58, num timesteps 2320000, FPS 927, mean/median reward 621.4/663.4, min/max reward 81.3/704.8, entropy 6.61, value loss 1.03, policy loss -0.019
Updates 59, num timesteps 2360000, FPS 927, mean/median reward 618.1/667.0, min/max reward 81.4/712.3, entropy 6.53, value loss 1.08, policy loss -0.016
Updates 60, num timesteps 2400000, FPS 928, mean/median reward 643.4/673.8, min/max reward 81.4/712.3, entropy 6.46, value loss 0.91, policy loss -0.019
Updates 61, num timesteps 2440000, FPS 931, mean/median reward 647.4/678.3, min/max reward 45.2/712.3, entropy 6.40, value loss 0.72, policy loss -0.019
Updates 62, num timesteps 2480000, FPS 932, mean/median reward 662.3/679.6, min/max reward 45.2/715.1, entropy 6.34, value loss 0.62, policy loss -0.017
Updates 63, num timesteps 2520000, FPS 932, mean/median reward 662.3/685.8, min/max reward 45.2/721.3, entropy 6.25, value loss 0.76, policy loss -0.013
Updates 64, num timesteps 2560000, FPS 932, mean/median reward 667.9/690.3, min/max reward 61.0/721.3, entropy 6.19, value loss 0.83, policy loss -0.017
Updates 65, num timesteps 2600000, FPS 932, mean/median reward 678.7/697.8, min/max reward 61.0/736.2, entropy 6.13, value loss 0.55, policy loss -0.019
Updates 66, num timesteps 2640000, FPS 932, mean/median reward 687.0/702.2, min/max reward 193.4/736.2, entropy 6.05, value loss 0.64, policy loss -0.021
Updates 67, num timesteps 2680000, FPS 932, mean/median reward 687.9/708.9, min/max reward 110.3/736.2, entropy 5.99, value loss 0.60, policy loss -0.016
Updates 68, num timesteps 2720000, FPS 926, mean/median reward 692.6/710.8, min/max reward 110.3/738.4, entropy 5.92, value loss 0.63, policy loss -0.019
Updates 69, num timesteps 2760000, FPS 926, mean/median reward 696.2/713.1, min/max reward 110.3/739.9, entropy 5.85, value loss 0.60, policy loss -0.015
Updates 70, num timesteps 2800000, FPS 927, mean/median reward 706.9/717.4, min/max reward 102.8/757.7, entropy 5.76, value loss 0.51, policy loss -0.023
Updates 71, num timesteps 2840000, FPS 927, mean/median reward 704.0/719.5, min/max reward 102.8/757.7, entropy 5.69, value loss 0.38, policy loss -0.016
Updates 72, num timesteps 2880000, FPS 927, mean/median reward 714.0/726.5, min/max reward 102.8/757.7, entropy 5.62, value loss 0.37, policy loss -0.017
Updates 73, num timesteps 2920000, FPS 927, mean/median reward 725.4/733.5, min/max reward 268.1/766.4, entropy 5.53, value loss 0.31, policy loss -0.015
Updates 74, num timesteps 2960000, FPS 927, mean/median reward 738.0/738.6, min/max reward 702.9/766.4, entropy 5.45, value loss 0.42, policy loss -0.018
Updates 75, num timesteps 3000000, FPS 927, mean/median reward 741.6/743.0, min/max reward 707.6/766.4, entropy 5.38, value loss 0.42, policy loss -0.021
Updates 76, num timesteps 3040000, FPS 927, mean/median reward 745.4/746.6, min/max reward 715.1/780.4, entropy 5.30, value loss 0.40, policy loss -0.014
Updates 77, num timesteps 3080000, FPS 927, mean/median reward 745.2/750.7, min/max reward 399.8/780.4, entropy 5.22, value loss 0.41, policy loss -0.018
Updates 78, num timesteps 3120000, FPS 927, mean/median reward 751.4/757.2, min/max reward 399.8/781.2, entropy 5.15, value loss 0.39, policy loss -0.017
Updates 79, num timesteps 3160000, FPS 927, mean/median reward 756.8/761.9, min/max reward 399.8/786.2, entropy 5.08, value loss 0.37, policy loss -0.012
Updates 80, num timesteps 3200000, FPS 928, mean/median reward 763.0/769.0, min/max reward 399.8/788.1, entropy 4.99, value loss 0.31, policy loss -0.017
Updates 81, num timesteps 3240000, FPS 928, mean/median reward 770.3/773.3, min/max reward 662.1/793.8, entropy 4.93, value loss 0.33, policy loss -0.013
Updates 82, num timesteps 3280000, FPS 927, mean/median reward 775.9/778.0, min/max reward 662.1/795.4, entropy 4.85, value loss 0.26, policy loss -0.018
Updates 83, num timesteps 3320000, FPS 928, mean/median reward 780.3/783.2, min/max reward 662.1/802.0, entropy 4.78, value loss 0.24, policy loss -0.007
Updates 84, num timesteps 3360000, FPS 928, mean/median reward 781.1/786.0, min/max reward 149.3/807.7, entropy 4.71, value loss 0.21, policy loss -0.008
Updates 85, num timesteps 3400000, FPS 928, mean/median reward 784.9/791.8, min/max reward 149.3/810.6, entropy 4.62, value loss 0.17, policy loss -0.011
Updates 86, num timesteps 3440000, FPS 928, mean/median reward 788.9/795.8, min/max reward 149.3/811.6, entropy 4.54, value loss 0.20, policy loss -0.023
Updates 87, num timesteps 3480000, FPS 929, mean/median reward 799.0/800.0, min/max reward 770.0/816.5, entropy 4.46, value loss 0.20, policy loss -0.020
Updates 88, num timesteps 3520000, FPS 929, mean/median reward 802.8/804.0, min/max reward 770.0/821.5, entropy 4.37, value loss 0.19, policy loss -0.020
Updates 89, num timesteps 3560000, FPS 929, mean/median reward 807.8/808.8, min/max reward 784.6/821.5, entropy 4.28, value loss 0.13, policy loss 0.005
Updates 90, num timesteps 3600000, FPS 929, mean/median reward 810.5/811.4, min/max reward 780.6/830.9, entropy 4.19, value loss 0.10, policy loss -0.012
Updates 91, num timesteps 3640000, FPS 930, mean/median reward 813.8/814.5, min/max reward 780.6/830.9, entropy 4.12, value loss 0.14, policy loss -0.006
Updates 92, num timesteps 3680000, FPS 930, mean/median reward 818.7/820.1, min/max reward 780.6/831.4, entropy 4.01, value loss 0.08, policy loss -0.016
Updates 93, num timesteps 3720000, FPS 930, mean/median reward 823.4/824.1, min/max reward 802.0/837.6, entropy 3.91, value loss 0.10, policy loss -0.011
Updates 94, num timesteps 3760000, FPS 930, mean/median reward 827.2/827.8, min/max reward 809.2/837.7, entropy 3.82, value loss 0.09, policy loss -0.009
Updates 95, num timesteps 3800000, FPS 930, mean/median reward 830.5/831.0, min/max reward 815.6/839.6, entropy 3.72, value loss 0.07, policy loss -0.012
Updates 96, num timesteps 3840000, FPS 930, mean/median reward 832.7/833.0, min/max reward 815.6/844.9, entropy 3.64, value loss 0.09, policy loss -0.013
Updates 97, num timesteps 3880000, FPS 930, mean/median reward 834.8/835.8, min/max reward 818.9/844.9, entropy 3.55, value loss 0.07, policy loss -0.013
Updates 98, num timesteps 3920000, FPS 931, mean/median reward 837.9/838.8, min/max reward 818.9/847.8, entropy 3.47, value loss 0.06, policy loss -0.014
Updates 99, num timesteps 3960000, FPS 931, mean/median reward 840.3/841.1, min/max reward 805.4/850.4, entropy 3.39, value loss 0.07, policy loss -0.013
Updates 100, num timesteps 4000000, FPS 931, mean/median reward 843.4/844.1, min/max reward 805.4/855.0, entropy 3.31, value loss 0.06, policy loss -0.015
Updates 101, num timesteps 4040000, FPS 931, mean/median reward 845.4/846.2, min/max reward 805.4/855.4, entropy 3.23, value loss 0.06, policy loss -0.011
Updates 102, num timesteps 4080000, FPS 931, mean/median reward 847.9/847.9, min/max reward 824.1/857.6, entropy 3.15, value loss 0.06, policy loss -0.016
Updates 103, num timesteps 4120000, FPS 931, mean/median reward 850.2/851.0, min/max reward 822.0/860.9, entropy 3.06, value loss 0.05, policy loss -0.015
Updates 104, num timesteps 4160000, FPS 931, mean/median reward 852.2/852.6, min/max reward 822.0/860.9, entropy 2.96, value loss 0.05, policy loss -0.011
Updates 105, num timesteps 4200000, FPS 931, mean/median reward 853.2/853.9, min/max reward 822.0/861.1, entropy 2.87, value loss 0.05, policy loss -0.012
Updates 106, num timesteps 4240000, FPS 931, mean/median reward 855.8/856.4, min/max reward 836.4/865.6, entropy 2.80, value loss 0.05, policy loss -0.009
Updates 107, num timesteps 4280000, FPS 932, mean/median reward 857.7/858.7, min/max reward 834.9/865.6, entropy 2.74, value loss 0.06, policy loss -0.012
Updates 108, num timesteps 4320000, FPS 932, mean/median reward 859.8/859.9, min/max reward 834.9/866.6, entropy 2.65, value loss 0.05, policy loss -0.015
Updates 109, num timesteps 4360000, FPS 932, mean/median reward 860.8/861.8, min/max reward 834.9/867.7, entropy 2.57, value loss 0.03, policy loss -0.010
Updates 110, num timesteps 4400000, FPS 932, mean/median reward 861.9/862.8, min/max reward 834.9/869.3, entropy 2.49, value loss 0.04, policy loss -0.016
Updates 111, num timesteps 4440000, FPS 932, mean/median reward 863.2/863.8, min/max reward 842.8/869.3, entropy 2.41, value loss 0.04, policy loss -0.010
Updates 112, num timesteps 4480000, FPS 932, mean/median reward 865.0/865.3, min/max reward 852.4/872.0, entropy 2.32, value loss 0.03, policy loss -0.014
Updates 113, num timesteps 4520000, FPS 932, mean/median reward 866.6/867.2, min/max reward 856.3/873.6, entropy 2.22, value loss 0.03, policy loss -0.013
Updates 114, num timesteps 4560000, FPS 932, mean/median reward 868.2/868.1, min/max reward 861.8/874.4, entropy 2.13, value loss 0.02, policy loss -0.012
Updates 115, num timesteps 4600000, FPS 932, mean/median reward 869.2/869.3, min/max reward 861.8/874.4, entropy 2.06, value loss 0.02, policy loss -0.012
Updates 116, num timesteps 4640000, FPS 932, mean/median reward 869.2/870.6, min/max reward 687.7/877.3, entropy 2.02, value loss 0.09, policy loss -0.009
Updates 117, num timesteps 4680000, FPS 932, mean/median reward 870.9/872.7, min/max reward 687.7/879.7, entropy 1.98, value loss 0.04, policy loss -0.012
Updates 118, num timesteps 4720000, FPS 932, mean/median reward 872.6/874.5, min/max reward 687.7/879.8, entropy 1.90, value loss 0.03, policy loss -0.016
Updates 119, num timesteps 4760000, FPS 932, mean/median reward 875.5/875.9, min/max reward 851.2/882.7, entropy 1.82, value loss 0.03, policy loss -0.013
Updates 120, num timesteps 4800000, FPS 932, mean/median reward 877.0/877.3, min/max reward 865.4/882.7, entropy 1.74, value loss 0.03, policy loss -0.015
Updates 121, num timesteps 4840000, FPS 926, mean/median reward 878.3/878.7, min/max reward 867.9/885.2, entropy 1.66, value loss 0.03, policy loss -0.013
Updates 122, num timesteps 4880000, FPS 926, mean/median reward 879.6/880.0, min/max reward 871.4/885.2, entropy 1.59, value loss 0.02, policy loss -0.011
Updates 123, num timesteps 4920000, FPS 926, mean/median reward 881.2/881.0, min/max reward 871.4/887.5, entropy 1.50, value loss 0.02, policy loss -0.013
Updates 124, num timesteps 4960000, FPS 926, mean/median reward 882.2/882.2, min/max reward 875.6/888.3, entropy 1.41, value loss 0.02, policy loss -0.015
Updates 125, num timesteps 5000000, FPS 925, mean/median reward 883.6/883.8, min/max reward 875.6/888.6, entropy 1.33, value loss 0.02, policy loss -0.016
Updates 126, num timesteps 5040000, FPS 925, mean/median reward 884.9/885.0, min/max reward 869.1/891.4, entropy 1.25, value loss 0.02, policy loss -0.014
Updates 127, num timesteps 5080000, FPS 923, mean/median reward 886.4/886.7, min/max reward 869.1/892.6, entropy 1.17, value loss 0.02, policy loss -0.012
Updates 128, num timesteps 5120000, FPS 912, mean/median reward 888.0/888.2, min/max reward 869.1/893.1, entropy 1.09, value loss 0.02, policy loss -0.012
Updates 129, num timesteps 5160000, FPS 901, mean/median reward 889.2/889.3, min/max reward 881.8/894.1, entropy 1.00, value loss 0.02, policy loss -0.016
Updates 130, num timesteps 5200000, FPS 891, mean/median reward 890.2/890.5, min/max reward 881.8/894.5, entropy 0.94, value loss 0.02, policy loss -0.009
Updates 131, num timesteps 5240000, FPS 881, mean/median reward 891.4/891.7, min/max reward 885.3/895.4, entropy 0.86, value loss 0.01, policy loss -0.012
Updates 132, num timesteps 5280000, FPS 872, mean/median reward 892.4/892.3, min/max reward 882.0/897.1, entropy 0.78, value loss 0.02, policy loss -0.013
Updates 133, num timesteps 5320000, FPS 868, mean/median reward 893.1/893.5, min/max reward 882.0/897.1, entropy 0.71, value loss 0.02, policy loss -0.012
Updates 134, num timesteps 5360000, FPS 867, mean/median reward 894.0/894.3, min/max reward 882.0/898.7, entropy 0.65, value loss 0.02, policy loss -0.011
Updates 135, num timesteps 5400000, FPS 866, mean/median reward 889.5/895.2, min/max reward 210.2/898.7, entropy 0.61, value loss 0.06, policy loss -0.009
Updates 136, num timesteps 5440000, FPS 866, mean/median reward 890.4/896.1, min/max reward 210.2/900.9, entropy 0.57, value loss 0.02, policy loss -0.001
Updates 137, num timesteps 5480000, FPS 865, mean/median reward 891.1/896.8, min/max reward 210.2/901.3, entropy 0.48, value loss 0.01, policy loss -0.012
Updates 138, num timesteps 5520000, FPS 864, mean/median reward 897.4/897.8, min/max reward 879.0/901.3, entropy 0.40, value loss 0.01, policy loss -0.011
Updates 139, num timesteps 5560000, FPS 863, mean/median reward 898.3/898.8, min/max reward 879.0/902.4, entropy 0.32, value loss 0.01, policy loss -0.012
Updates 140, num timesteps 5600000, FPS 863, mean/median reward 899.2/899.6, min/max reward 891.1/902.4, entropy 0.24, value loss 0.01, policy loss -0.013
Updates 141, num timesteps 5640000, FPS 862, mean/median reward 899.9/900.0, min/max reward 891.1/904.1, entropy 0.16, value loss 0.01, policy loss -0.011
Updates 142, num timesteps 5680000, FPS 861, mean/median reward 900.7/900.9, min/max reward 893.1/904.2, entropy 0.08, value loss 0.01, policy loss -0.014
Updates 143, num timesteps 5720000, FPS 861, mean/median reward 901.4/901.7, min/max reward 894.7/905.6, entropy 0.00, value loss 0.01, policy loss -0.013
Updates 144, num timesteps 5760000, FPS 860, mean/median reward 902.3/902.5, min/max reward 894.7/906.4, entropy -0.07, value loss 0.01, policy loss -0.015
Updates 145, num timesteps 5800000, FPS 859, mean/median reward 903.2/903.3, min/max reward 896.2/906.4, entropy -0.14, value loss 0.01, policy loss -0.012
Updates 146, num timesteps 5840000, FPS 857, mean/median reward 904.1/904.3, min/max reward 898.2/908.3, entropy -0.22, value loss 0.01, policy loss -0.011
Updates 147, num timesteps 5880000, FPS 857, mean/median reward 905.0/905.0, min/max reward 900.5/908.3, entropy -0.29, value loss 0.01, policy loss -0.012
Updates 148, num timesteps 5920000, FPS 857, mean/median reward 905.6/905.9, min/max reward 897.1/908.5, entropy -0.36, value loss 0.01, policy loss -0.012
Updates 149, num timesteps 5960000, FPS 858, mean/median reward 906.2/906.5, min/max reward 897.1/909.3, entropy -0.44, value loss 0.01, policy loss -0.010
Updates 150, num timesteps 6000000, FPS 858, mean/median reward 906.8/906.9, min/max reward 897.1/910.5, entropy -0.52, value loss 0.01, policy loss -0.011
Updates 151, num timesteps 6040000, FPS 858, mean/median reward 907.5/907.5, min/max reward 901.8/912.1, entropy -0.60, value loss 0.01, policy loss -0.010
Updates 152, num timesteps 6080000, FPS 859, mean/median reward 908.1/908.1, min/max reward 902.3/912.1, entropy -0.67, value loss 0.01, policy loss -0.011
Updates 153, num timesteps 6120000, FPS 859, mean/median reward 909.0/909.4, min/max reward 902.3/913.1, entropy -0.75, value loss 0.01, policy loss -0.011
Updates 154, num timesteps 6160000, FPS 859, mean/median reward 909.8/910.1, min/max reward 902.3/913.2, entropy -0.81, value loss 0.01, policy loss -0.013
Updates 155, num timesteps 6200000, FPS 860, mean/median reward 910.7/910.8, min/max reward 905.7/914.1, entropy -0.87, value loss 0.01, policy loss -0.014
Updates 156, num timesteps 6240000, FPS 860, mean/median reward 911.5/911.6, min/max reward 905.7/914.6, entropy -0.94, value loss 0.01, policy loss -0.012
Updates 157, num timesteps 6280000, FPS 860, mean/median reward 911.9/912.1, min/max reward 905.3/915.1, entropy -1.01, value loss 0.01, policy loss -0.010
Updates 158, num timesteps 6320000, FPS 861, mean/median reward 912.4/912.7, min/max reward 905.3/915.1, entropy -1.08, value loss 0.01, policy loss -0.012
Updates 159, num timesteps 6360000, FPS 861, mean/median reward 912.8/913.1, min/max reward 905.3/916.9, entropy -1.15, value loss 0.01, policy loss -0.014
Updates 160, num timesteps 6400000, FPS 861, mean/median reward 913.4/913.5, min/max reward 909.3/916.9, entropy -1.21, value loss 0.01, policy loss -0.013
