WARNING - sacred_utils - No observers have been added to this run
INFO - sacred_utils - Running command 'main'
INFO - sacred_utils - Started
==============SETTINGS================
{'device': 'cuda:0',
 'env': 'mocca_envs:Walker2DCustomEnv-v0',
 'episode_steps': 40000,
 'experiment_dir': 'runs/2021_01_25__11_18_58__walker_experiment/',
 'gae_lambda': 0.95,
 'gamma': 0.99,
 'log_dir': 'runs/2021_01_25__11_18_58__walker_experiment/logs',
 'log_interval': 2,
 'lr': 0.0003,
 'lr_decay_type': 'exponential',
 'mini_batch_size': 1024,
 'net': None,
 'num_frames': 10000000.0,
 'num_mini_batch': 39,
 'num_processes': 125,
 'num_steps': 320,
 'ppo_params': {'clip_param': 0.2,
                'entropy_coef': 0.0,
                'eps': 1e-05,
                'lr': 0.0003,
                'max_grad_norm': 2.0,
                'num_mini_batch': 39,
                'ppo_epoch': 10,
                'use_clipped_value_loss': False,
                'value_loss_coef': 1.0},
 'replicate_num': 1,
 'save_dir': 'runs/2021_01_25__11_18_58__walker_experiment/models',
 'save_every': 2000000,
 'seed': 16,
 'use_gae': True}
--------------------------------------
/home/yuni/venv/lib/python3.8/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
pybullet build time: Nov 26 2020 23:09:05
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
Updates 1, num timesteps 40000, FPS 3571, mean/median reward -16.8/-13.8, min/max reward -95.6/9.0, entropy 10.06, value loss 16.07, policy loss -0.027
Updates 45, num timesteps 1800000, FPS 2593, mean/median reward 2144.0/2405.2, min/max reward 293.5/2572.6, entropy 6.10, value loss 21.65, policy loss -0.011
Updates 46, num timesteps 1840000, FPS 2594, mean/median reward 2186.6/2455.3, min/max reward 293.5/2587.7, entropy 6.02, value loss 19.30, policy loss -0.013
Updates 47, num timesteps 1880000, FPS 2592, mean/median reward 2250.7/2486.5, min/max reward 398.3/2617.3, entropy 5.94, value loss 20.70, policy loss -0.010
Updates 48, num timesteps 1920000, FPS 2591, mean/median reward 2287.5/2520.5, min/max reward 357.9/2665.4, entropy 5.88, value loss 20.69, policy loss -0.007
Updates 49, num timesteps 1960000, FPS 2591, mean/median reward 2260.5/2541.1, min/max reward 357.9/2670.7, entropy 5.82, value loss 31.20, policy loss -0.014
Updates 50, num timesteps 2000000, FPS 2590, mean/median reward 2324.7/2579.9, min/max reward 357.9/2749.1, entropy 5.74, value loss 13.51, policy loss -0.010
Updates 51, num timesteps 2040000, FPS 2590, mean/median reward 2384.8/2622.7, min/max reward 426.6/2749.1, entropy 5.68, value loss 22.23, policy loss -0.007
Updates 52, num timesteps 2080000, FPS 2589, mean/median reward 2504.8/2659.1, min/max reward 393.5/2783.8, entropy 5.60, value loss 20.97, policy loss -0.012
Updates 53, num timesteps 2120000, FPS 2587, mean/median reward 2460.9/2678.2, min/max reward 393.5/2789.8, entropy 5.55, value loss 24.01, policy loss -0.010
Updates 54, num timesteps 2160000, FPS 2586, mean/median reward 2487.6/2704.2, min/max reward 393.5/2832.9, entropy 5.48, value loss 19.67, policy loss -0.006
Updates 55, num timesteps 2200000, FPS 2584, mean/median reward 2547.1/2730.0, min/max reward 639.9/2840.2, entropy 5.40, value loss 16.11, policy loss -0.008
Updates 56, num timesteps 2240000, FPS 2584, mean/median reward 2664.7/2757.2, min/max reward 691.1/2852.0, entropy 5.32, value loss 12.90, policy loss -0.007
Updates 57, num timesteps 2280000, FPS 2584, mean/median reward 2717.7/2786.7, min/max reward 691.1/2885.1, entropy 5.23, value loss 15.26, policy loss -0.007
Updates 58, num timesteps 2320000, FPS 2583, mean/median reward 2729.0/2816.6, min/max reward 775.4/2952.0, entropy 5.17, value loss 15.42, policy loss -0.007
Updates 59, num timesteps 2360000, FPS 2583, mean/median reward 2696.8/2861.3, min/max reward 567.7/2977.7, entropy 5.11, value loss 14.58, policy loss -0.008
Updates 60, num timesteps 2400000, FPS 2582, mean/median reward 2656.7/2886.5, min/max reward 516.2/2983.2, entropy 5.05, value loss 27.82, policy loss -0.006
Updates 61, num timesteps 2440000, FPS 2584, mean/median reward 2691.7/2904.5, min/max reward 516.2/3001.7, entropy 4.98, value loss 19.03, policy loss -0.008
Updates 62, num timesteps 2480000, FPS 2585, mean/median reward 2743.2/2938.7, min/max reward 516.2/3030.3, entropy 4.93, value loss 22.00, policy loss -0.008
Updates 63, num timesteps 2520000, FPS 2584, mean/median reward 2741.3/2948.9, min/max reward 381.7/3041.3, entropy 4.89, value loss 21.38, policy loss -0.007
Updates 64, num timesteps 2560000, FPS 2583, mean/median reward 2725.4/2962.4, min/max reward 381.7/3074.2, entropy 4.84, value loss 24.93, policy loss -0.006
Updates 65, num timesteps 2600000, FPS 2581, mean/median reward 2757.7/2980.7, min/max reward 377.4/3081.6, entropy 4.79, value loss 17.66, policy loss -0.007
Updates 66, num timesteps 2640000, FPS 2580, mean/median reward 2814.3/3002.2, min/max reward 377.4/3096.2, entropy 4.72, value loss 18.48, policy loss -0.005
Updates 67, num timesteps 2680000, FPS 2578, mean/median reward 2882.9/3026.5, min/max reward 377.4/3151.2, entropy 4.66, value loss 12.47, policy loss -0.004
Updates 68, num timesteps 2720000, FPS 2575, mean/median reward 2938.7/3046.1, min/max reward 524.1/3151.2, entropy 4.60, value loss 13.70, policy loss -0.003
Updates 69, num timesteps 2760000, FPS 2572, mean/median reward 2957.9/3065.6, min/max reward 621.2/3179.9, entropy 4.55, value loss 24.30, policy loss -0.008
Updates 70, num timesteps 2800000, FPS 2571, mean/median reward 2930.7/3080.4, min/max reward 596.1/3179.9, entropy 4.50, value loss 30.62, policy loss -0.012
Updates 71, num timesteps 2840000, FPS 2569, mean/median reward 2828.6/3101.4, min/max reward 328.1/3209.1, entropy 4.44, value loss 31.34, policy loss -0.012
Updates 72, num timesteps 2880000, FPS 2569, mean/median reward 2834.9/3129.9, min/max reward 328.1/3238.4, entropy 4.40, value loss 35.46, policy loss -0.013
Updates 73, num timesteps 2920000, FPS 2568, mean/median reward 2835.1/3147.5, min/max reward 328.1/3268.2, entropy 4.35, value loss 29.57, policy loss -0.008
Updates 74, num timesteps 2960000, FPS 2566, mean/median reward 2900.7/3162.1, min/max reward 420.8/3272.0, entropy 4.31, value loss 30.54, policy loss -0.003
Updates 75, num timesteps 3000000, FPS 2565, mean/median reward 2903.3/3188.7, min/max reward 681.0/3275.1, entropy 4.25, value loss 22.86, policy loss -0.009
Updates 76, num timesteps 3040000, FPS 2563, mean/median reward 2983.0/3207.7, min/max reward 681.0/3297.8, entropy 4.20, value loss 21.96, policy loss -0.008
Updates 77, num timesteps 3080000, FPS 2562, mean/median reward 3014.8/3232.3, min/max reward 501.5/3310.6, entropy 4.14, value loss 20.37, policy loss -0.009
Updates 78, num timesteps 3120000, FPS 2561, mean/median reward 3109.1/3249.6, min/max reward 501.5/3323.2, entropy 4.07, value loss 11.56, policy loss -0.004
Updates 79, num timesteps 3160000, FPS 2561, mean/median reward 3116.3/3254.8, min/max reward 501.5/3337.0, entropy 4.00, value loss 21.50, policy loss -0.009
Updates 80, num timesteps 3200000, FPS 2560, mean/median reward 3206.0/3283.0, min/max reward 1453.5/3371.1, entropy 3.93, value loss 13.82, policy loss -0.002
Updates 81, num timesteps 3240000, FPS 2558, mean/median reward 3210.3/3303.1, min/max reward 835.7/3384.2, entropy 3.87, value loss 14.71, policy loss -0.009
Updates 82, num timesteps 3280000, FPS 2555, mean/median reward 3235.6/3311.8, min/max reward 835.7/3392.6, entropy 3.81, value loss 5.64, policy loss 0.004
Updates 83, num timesteps 3320000, FPS 2554, mean/median reward 3246.1/3318.8, min/max reward 835.7/3402.0, entropy 3.77, value loss 13.08, policy loss -0.010
Updates 84, num timesteps 3360000, FPS 2552, mean/median reward 3233.9/3323.4, min/max reward 1494.6/3402.0, entropy 3.72, value loss 15.08, policy loss -0.006
Updates 85, num timesteps 3400000, FPS 2550, mean/median reward 3223.5/3327.6, min/max reward 1262.1/3407.2, entropy 3.66, value loss 9.95, policy loss -0.003
Updates 86, num timesteps 3440000, FPS 2550, mean/median reward 3223.5/3344.1, min/max reward 1262.1/3447.2, entropy 3.64, value loss 17.64, policy loss -0.009
Updates 87, num timesteps 3480000, FPS 2548, mean/median reward 3186.0/3361.7, min/max reward 645.8/3447.2, entropy 3.61, value loss 26.33, policy loss -0.010
Updates 88, num timesteps 3520000, FPS 2548, mean/median reward 3163.7/3371.6, min/max reward 645.8/3449.4, entropy 3.58, value loss 29.25, policy loss -0.011
Updates 89, num timesteps 3560000, FPS 2548, mean/median reward 3135.1/3383.1, min/max reward 645.8/3468.5, entropy 3.54, value loss 34.64, policy loss -0.009
Updates 90, num timesteps 3600000, FPS 2547, mean/median reward 3210.9/3391.5, min/max reward 417.8/3483.5, entropy 3.49, value loss 18.89, policy loss -0.007
Updates 91, num timesteps 3640000, FPS 2546, mean/median reward 3215.9/3403.6, min/max reward 356.4/3492.7, entropy 3.45, value loss 21.84, policy loss -0.007
Updates 92, num timesteps 3680000, FPS 2546, mean/median reward 3274.4/3421.5, min/max reward 356.4/3526.4, entropy 3.41, value loss 15.15, policy loss -0.004
Updates 93, num timesteps 3720000, FPS 2546, mean/median reward 3293.5/3439.4, min/max reward 356.4/3527.8, entropy 3.37, value loss 19.62, policy loss -0.009
Updates 94, num timesteps 3760000, FPS 2547, mean/median reward 3307.1/3445.0, min/max reward 444.8/3527.8, entropy 3.33, value loss 17.69, policy loss -0.010
Updates 95, num timesteps 3800000, FPS 2547, mean/median reward 3329.8/3448.6, min/max reward 444.8/3527.8, entropy 3.28, value loss 14.83, policy loss -0.003
Updates 96, num timesteps 3840000, FPS 2548, mean/median reward 3360.8/3455.0, min/max reward 444.8/3554.4, entropy 3.24, value loss 13.77, policy loss -0.004
Updates 97, num timesteps 3880000, FPS 2549, mean/median reward 3391.0/3462.0, min/max reward 1529.6/3554.4, entropy 3.19, value loss 19.55, policy loss -0.007
Updates 98, num timesteps 3920000, FPS 2549, mean/median reward 3369.6/3478.3, min/max reward 594.0/3554.4, entropy 3.15, value loss 10.62, policy loss -0.008
Updates 99, num timesteps 3960000, FPS 2548, mean/median reward 3403.1/3492.0, min/max reward 594.0/3553.0, entropy 3.08, value loss 6.50, policy loss -0.001
Updates 100, num timesteps 4000000, FPS 2547, mean/median reward 3372.1/3499.8, min/max reward 570.2/3585.2, entropy 3.04, value loss 17.71, policy loss -0.007
Updates 101, num timesteps 4040000, FPS 2546, mean/median reward 3422.9/3508.8, min/max reward 570.2/3585.2, entropy 3.00, value loss 4.57, policy loss 0.003
Updates 102, num timesteps 4080000, FPS 2546, mean/median reward 3403.4/3521.1, min/max reward 471.4/3591.9, entropy 2.97, value loss 7.04, policy loss -0.005
Updates 103, num timesteps 4120000, FPS 2546, mean/median reward 3430.9/3531.6, min/max reward 471.4/3591.9, entropy 2.93, value loss 8.52, policy loss -0.010
Updates 104, num timesteps 4160000, FPS 2546, mean/median reward 3409.8/3536.8, min/max reward 471.4/3616.7, entropy 2.89, value loss 10.08, policy loss -0.006
Updates 105, num timesteps 4200000, FPS 2545, mean/median reward 3453.4/3552.2, min/max reward 875.8/3616.7, entropy 2.84, value loss 7.69, policy loss -0.007
Updates 106, num timesteps 4240000, FPS 2545, mean/median reward 3476.6/3562.2, min/max reward 616.0/3616.7, entropy 2.79, value loss 9.79, policy loss -0.010
Updates 107, num timesteps 4280000, FPS 2545, mean/median reward 3523.2/3568.7, min/max reward 616.0/3648.1, entropy 2.73, value loss 5.09, policy loss 0.002
Updates 108, num timesteps 4320000, FPS 2545, mean/median reward 3539.4/3574.7, min/max reward 616.0/3649.5, entropy 2.67, value loss 6.51, policy loss -0.004
Updates 109, num timesteps 4360000, FPS 2544, mean/median reward 3568.8/3585.0, min/max reward 2009.9/3663.9, entropy 2.61, value loss 4.07, policy loss -0.004
Updates 110, num timesteps 4400000, FPS 2543, mean/median reward 3536.2/3591.1, min/max reward 801.2/3667.0, entropy 2.57, value loss 6.64, policy loss -0.006
Updates 111, num timesteps 4440000, FPS 2542, mean/median reward 3503.6/3597.6, min/max reward 801.2/3668.7, entropy 2.54, value loss 6.45, policy loss -0.002
Updates 112, num timesteps 4480000, FPS 2542, mean/median reward 3493.7/3605.2, min/max reward 1019.3/3680.7, entropy 2.53, value loss 20.18, policy loss -0.004
Updates 113, num timesteps 4520000, FPS 2541, mean/median reward 3421.7/3616.2, min/max reward 546.0/3691.7, entropy 2.51, value loss 28.68, policy loss -0.009
Updates 114, num timesteps 4560000, FPS 2541, mean/median reward 3362.6/3625.7, min/max reward 546.0/3691.7, entropy 2.50, value loss 35.75, policy loss -0.010
Updates 115, num timesteps 4600000, FPS 2541, mean/median reward 3349.5/3635.0, min/max reward 546.0/3721.4, entropy 2.48, value loss 39.78, policy loss -0.008
Updates 116, num timesteps 4640000, FPS 2541, mean/median reward 3371.0/3637.9, min/max reward 386.9/3721.4, entropy 2.47, value loss 33.33, policy loss -0.009
Updates 117, num timesteps 4680000, FPS 2541, mean/median reward 3419.6/3640.0, min/max reward 386.9/3726.5, entropy 2.43, value loss 11.74, policy loss -0.003
Updates 118, num timesteps 4720000, FPS 2542, mean/median reward 3462.4/3647.8, min/max reward 386.9/3726.5, entropy 2.41, value loss 29.90, policy loss -0.008
Updates 119, num timesteps 4760000, FPS 2542, mean/median reward 3505.6/3649.5, min/max reward 692.8/3750.5, entropy 2.40, value loss 20.35, policy loss -0.008
Updates 120, num timesteps 4800000, FPS 2543, mean/median reward 3529.3/3658.9, min/max reward 692.8/3750.5, entropy 2.36, value loss 4.92, policy loss -0.000
Updates 121, num timesteps 4840000, FPS 2543, mean/median reward 3523.7/3657.1, min/max reward 844.1/3750.5, entropy 2.32, value loss 14.88, policy loss -0.009
Updates 122, num timesteps 4880000, FPS 2544, mean/median reward 3592.9/3666.0, min/max reward 844.1/3733.3, entropy 2.28, value loss 2.35, policy loss 0.014
Updates 123, num timesteps 4920000, FPS 2543, mean/median reward 3588.4/3666.2, min/max reward 844.1/3740.8, entropy 2.25, value loss 5.54, policy loss -0.005
Updates 124, num timesteps 4960000, FPS 2542, mean/median reward 3625.9/3667.3, min/max reward 1570.8/3740.8, entropy 2.22, value loss 2.45, policy loss -0.003
Updates 125, num timesteps 5000000, FPS 2542, mean/median reward 3634.2/3672.1, min/max reward 966.6/3750.6, entropy 2.18, value loss 4.18, policy loss 0.001
Updates 126, num timesteps 5040000, FPS 2541, mean/median reward 3653.9/3674.5, min/max reward 966.6/3750.6, entropy 2.13, value loss 2.90, policy loss -0.005
Updates 127, num timesteps 5080000, FPS 2540, mean/median reward 3645.6/3687.4, min/max reward 966.6/3754.0, entropy 2.10, value loss 3.65, policy loss -0.008
Updates 128, num timesteps 5120000, FPS 2539, mean/median reward 3673.8/3697.5, min/max reward 1391.2/3774.5, entropy 2.06, value loss 6.37, policy loss -0.005
Updates 129, num timesteps 5160000, FPS 2539, mean/median reward 3655.4/3705.9, min/max reward 1391.2/3774.5, entropy 2.03, value loss 7.00, policy loss -0.007
Updates 130, num timesteps 5200000, FPS 2538, mean/median reward 3662.4/3715.0, min/max reward 884.1/3774.9, entropy 2.00, value loss 14.37, policy loss -0.004
Updates 131, num timesteps 5240000, FPS 2537, mean/median reward 3673.9/3726.5, min/max reward 884.1/3795.0, entropy 1.97, value loss 6.52, policy loss -0.001
Updates 132, num timesteps 5280000, FPS 2537, mean/median reward 3695.8/3732.6, min/max reward 884.1/3814.1, entropy 1.94, value loss 8.68, policy loss -0.004
Updates 133, num timesteps 5320000, FPS 2537, mean/median reward 3705.0/3735.0, min/max reward 2394.5/3814.1, entropy 1.90, value loss 6.33, policy loss -0.008
Updates 134, num timesteps 5360000, FPS 2536, mean/median reward 3673.1/3738.5, min/max reward 790.0/3815.1, entropy 1.88, value loss 15.62, policy loss -0.006
Updates 135, num timesteps 5400000, FPS 2536, mean/median reward 3665.5/3750.4, min/max reward 522.2/3824.7, entropy 1.84, value loss 7.71, policy loss -0.002
Updates 136, num timesteps 5440000, FPS 2535, mean/median reward 3679.7/3756.3, min/max reward 522.2/3828.8, entropy 1.81, value loss 4.30, policy loss -0.003
Updates 137, num timesteps 5480000, FPS 2535, mean/median reward 3725.3/3766.3, min/max reward 522.2/3828.8, entropy 1.77, value loss 4.23, policy loss -0.004
Updates 138, num timesteps 5520000, FPS 2534, mean/median reward 3675.1/3772.5, min/max reward 431.7/3828.8, entropy 1.74, value loss 6.48, policy loss -0.004
Updates 139, num timesteps 5560000, FPS 2533, mean/median reward 3710.4/3779.7, min/max reward 431.7/3851.0, entropy 1.72, value loss 6.93, policy loss -0.007
Updates 140, num timesteps 5600000, FPS 2533, mean/median reward 3691.7/3792.2, min/max reward 262.8/3858.9, entropy 1.68, value loss 5.01, policy loss -0.007
Updates 141, num timesteps 5640000, FPS 2532, mean/median reward 3730.9/3804.0, min/max reward 262.8/3858.9, entropy 1.65, value loss 11.92, policy loss -0.006
Updates 142, num timesteps 5680000, FPS 2532, mean/median reward 3677.3/3806.1, min/max reward 262.8/3858.9, entropy 1.63, value loss 23.52, policy loss -0.007
Updates 143, num timesteps 5720000, FPS 2532, mean/median reward 3718.8/3813.4, min/max reward 846.7/3890.7, entropy 1.60, value loss 7.16, policy loss -0.005
Updates 144, num timesteps 5760000, FPS 2532, mean/median reward 3732.7/3818.2, min/max reward 846.7/3925.0, entropy 1.56, value loss 4.42, policy loss -0.005
Updates 145, num timesteps 5800000, FPS 2532, mean/median reward 3771.9/3826.1, min/max reward 1452.9/3925.0, entropy 1.53, value loss 10.54, policy loss -0.005
Updates 146, num timesteps 5840000, FPS 2532, mean/median reward 3794.0/3831.0, min/max reward 1569.6/3925.0, entropy 1.50, value loss 4.52, policy loss -0.002
Updates 147, num timesteps 5880000, FPS 2532, mean/median reward 3798.7/3834.3, min/max reward 1544.4/3893.9, entropy 1.48, value loss 8.25, policy loss -0.007
Updates 148, num timesteps 5920000, FPS 2531, mean/median reward 3789.1/3837.9, min/max reward 1544.4/3896.3, entropy 1.45, value loss 4.40, policy loss 0.001
Updates 149, num timesteps 5960000, FPS 2531, mean/median reward 3776.7/3843.7, min/max reward 1001.0/3929.2, entropy 1.42, value loss 4.16, policy loss -0.005
Updates 150, num timesteps 6000000, FPS 2530, mean/median reward 3800.5/3854.1, min/max reward 1001.0/3929.2, entropy 1.38, value loss 3.64, policy loss 0.002
Updates 151, num timesteps 6040000, FPS 2529, mean/median reward 3803.5/3857.8, min/max reward 1001.0/3936.7, entropy 1.36, value loss 11.27, policy loss -0.005
Updates 152, num timesteps 6080000, FPS 2529, mean/median reward 3834.9/3870.0, min/max reward 1665.5/3942.8, entropy 1.33, value loss 3.31, policy loss 0.001
Updates 153, num timesteps 6120000, FPS 2528, mean/median reward 3839.6/3873.4, min/max reward 1665.5/3942.8, entropy 1.30, value loss 2.31, policy loss 0.004
Updates 154, num timesteps 6160000, FPS 2527, mean/median reward 3867.7/3878.1, min/max reward 2618.9/3942.8, entropy 1.27, value loss 4.74, policy loss -0.004
